semantic_id,native_symbol,go_equivalent,rust_api_plan,phase,disposition,prerequisites,adaptation,baseline_evidence,rust_test_id,status
native:C:global:rados_conf_get:3ba6167f61bb,rados_conf_get,rados.Client / rados.Config lifecycle and configuration methods,Rust equivalent of rados.Client / rados.Config lifecycle and configuration methods; exact signature frozen in R02/owning phase,R12,port-behavior,completion of prior phases; see SPEC.md,"Typed, value-oriented configuration and context-aware lifecycle replace mutable native configuration; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P01 lifecycle and P04 configuration tests,R12:native:C:global:rados_conf_get:3ba6167f61bb,adapted-r12
native:C:global:rados_conf_parse_argv:bd9bbbc9ded1,rados_conf_parse_argv,rados.Client / rados.Config lifecycle and configuration methods,Rust equivalent of rados.Client / rados.Config lifecycle and configuration methods; exact signature frozen in R02/owning phase,R12,port-behavior,completion of prior phases; see SPEC.md,"Typed, value-oriented configuration and context-aware lifecycle replace mutable native configuration; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P01 lifecycle and P04 configuration tests,R12:native:C:global:rados_conf_parse_argv:bd9bbbc9ded1,adapted-r12
native:C:global:rados_conf_parse_argv_remainder:b97e95c355c0,rados_conf_parse_argv_remainder,rados.Client / rados.Config lifecycle and configuration methods,Rust equivalent of rados.Client / rados.Config lifecycle and configuration methods; exact signature frozen in R02/owning phase,R12,port-behavior,completion of prior phases; see SPEC.md,"Typed, value-oriented configuration and context-aware lifecycle replace mutable native configuration; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P01 lifecycle and P04 configuration tests,R12:native:C:global:rados_conf_parse_argv_remainder:b97e95c355c0,adapted-r12
native:C:global:rados_conf_parse_env:91ecc94397a0,rados_conf_parse_env,rados.Client / rados.Config lifecycle and configuration methods,Rust equivalent of rados.Client / rados.Config lifecycle and configuration methods; exact signature frozen in R02/owning phase,R12,port-behavior,completion of prior phases; see SPEC.md,"Typed, value-oriented configuration and context-aware lifecycle replace mutable native configuration; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P01 lifecycle and P04 configuration tests,R12:native:C:global:rados_conf_parse_env:91ecc94397a0,adapted-r12
native:C:global:rados_conf_read_file:e99678c239f3,rados_conf_read_file,rados.Client / rados.Config lifecycle and configuration methods,Rust equivalent of rados.Client / rados.Config lifecycle and configuration methods; exact signature frozen in R02/owning phase,R12,port-behavior,completion of prior phases; see SPEC.md,"Typed, value-oriented configuration and context-aware lifecycle replace mutable native configuration; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P01 lifecycle and P04 configuration tests,R12:native:C:global:rados_conf_read_file:e99678c239f3,adapted-r12
native:C:global:rados_conf_set:541ca178c0cb,rados_conf_set,rados.Client / rados.Config lifecycle and configuration methods,Rust equivalent of rados.Client / rados.Config lifecycle and configuration methods; exact signature frozen in R02/owning phase,R12,port-behavior,completion of prior phases; see SPEC.md,"Typed, value-oriented configuration and context-aware lifecycle replace mutable native configuration; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P01 lifecycle and P04 configuration tests,R12:native:C:global:rados_conf_set:541ca178c0cb,adapted-r12
native:C:global:rados_connect:ad4bb0aad558,rados_connect,rados.Client / rados.Config lifecycle and configuration methods,Rust equivalent of rados.Client / rados.Config lifecycle and configuration methods; exact signature frozen in R02/owning phase,R12,port-behavior,completion of prior phases; see SPEC.md,"Typed, value-oriented configuration and context-aware lifecycle replace mutable native configuration; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P01 lifecycle and P04 configuration tests,R12:native:C:global:rados_connect:ad4bb0aad558,adapted-r12
native:C:global:rados_create:c64593df4dbc,rados_create,rados.New,Rust equivalent of rados.New; exact signature frozen in R02/owning phase,R12,port-behavior,completion of prior phases; see SPEC.md,"Go construction combines native allocation, initialization, and ownership; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P01 lifecycle and P04 configuration tests,R12:native:C:global:rados_create:c64593df4dbc,adapted-r12
native:C:global:rados_create2:6e1f33131cf9,rados_create2,rados.New,Rust equivalent of rados.New; exact signature frozen in R02/owning phase,R12,port-behavior,completion of prior phases; see SPEC.md,"Go construction combines native allocation, initialization, and ownership; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P01 lifecycle and P04 configuration tests,R12:native:C:global:rados_create2:6e1f33131cf9,adapted-r12
native:C:global:rados_create_read_op:428b6816a632,rados_create_read_op,rados.ReadOp / rados.WriteOp,Rust equivalent of rados.ReadOp / rados.WriteOp; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C:global:rados_create_read_op:428b6816a632,implemented-r09
native:C:global:rados_create_with_context:fe301d856743,rados_create_with_context,rados.New,Rust equivalent of rados.New; exact signature frozen in R02/owning phase,R12,port-behavior,completion of prior phases; see SPEC.md,"Go construction combines native allocation, initialization, and ownership; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P01 lifecycle and P04 configuration tests,R12:native:C:global:rados_create_with_context:fe301d856743,adapted-r12
native:C:global:rados_create_write_op:f280c4cdb9fd,rados_create_write_op,rados.ReadOp / rados.WriteOp,Rust equivalent of rados.ReadOp / rados.WriteOp; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C:global:rados_create_write_op:f280c4cdb9fd,implemented-r09
native:C:global:rados_decode_notify_response:73af45eeba15,rados_decode_notify_response,rados.Watch and notify methods,Rust equivalent of rados.Watch and notify methods; exact signature frozen in R02/owning phase,R10,port-behavior,completion of prior phases; see SPEC.md,"Watch draining and notify reply memory ownership are integrated into Go lifecycle and result semantics; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P09 unit and live watch/notify interoperability tests,R10:native:C:global:rados_decode_notify_response:73af45eeba15,implemented-r10
native:C:global:rados_exec:390e2b89cc4f,rados_exec,rados class execution methods,Rust equivalent of rados class execution methods; exact signature frozen in R02/owning phase,R10,port-behavior,completion of prior phases; see SPEC.md,"Unified context-aware Go calls preserve native semantics and use Go-owned results; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P09 unit and live class/lock/watch interoperability tests,R10:native:C:global:rados_exec:390e2b89cc4f,implemented-r10
native:C:global:rados_free_notify_response:10a2e120ea0b,rados_free_notify_response,rados.Watch and notify methods,Rust equivalent of rados.Watch and notify methods; exact signature frozen in R02/owning phase,R10,port-behavior,completion of prior phases; see SPEC.md,"Watch draining and notify reply memory ownership are integrated into Go lifecycle and result semantics; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P09 unit and live watch/notify interoperability tests,R10:native:C:global:rados_free_notify_response:10a2e120ea0b,implemented-r10
native:C:global:rados_get_instance_id:2a7d44653665,rados_get_instance_id,rados.Client / rados.Config lifecycle and configuration methods,Rust equivalent of rados.Client / rados.Config lifecycle and configuration methods; exact signature frozen in R02/owning phase,R12,port-behavior,completion of prior phases; see SPEC.md,"Typed, value-oriented configuration and context-aware lifecycle replace mutable native configuration; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P01 lifecycle and P04 configuration tests,R12:native:C:global:rados_get_instance_id:2a7d44653665,adapted-r12
native:C:global:rados_get_last_version:e020ac805361,rados_get_last_version,"context.Context, operation results, and rados.Client.Flush","Rust equivalent of context.Context, operation results, and rados.Client.Flush; exact signature frozen in R02/owning phase",R08,port-behavior,completion of prior phases; see SPEC.md,"Go context, direct results, and flush semantics replace native completions, callbacks, and last-version state; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P07 context, completion, result, and flush tests",R08:native:C:global:rados_get_last_version:e020ac805361,implemented-r08
native:C:global:rados_get_min_compatible_client:f58ac53fa80e,rados_get_min_compatible_client,none,Rust equivalent of none; exact signature frozen in R02/owning phase,R05,port-behavior,completion of prior phases; see SPEC.md,"No distinct v1 behavior requires this native diagnostic or explicit map wait; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P04 API inventory review; no runtime conformance claim,R05:native:C:global:rados_get_min_compatible_client:f58ac53fa80e,planned-not-implemented
native:C:global:rados_get_min_compatible_osd:9a72bc48f509,rados_get_min_compatible_osd,none,Rust equivalent of none; exact signature frozen in R02/owning phase,R05,port-behavior,completion of prior phases; see SPEC.md,"No distinct v1 behavior requires this native diagnostic or explicit map wait; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P04 API inventory review; no runtime conformance claim,R05:native:C:global:rados_get_min_compatible_osd:9a72bc48f509,planned-not-implemented
native:C:global:rados_getaddrs:a57039f2e13f,rados_getaddrs,rados.Client session addresses,Rust equivalent of rados.Client session addresses; exact signature frozen in R02/owning phase,R12,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values preserve native semantics with Go-owned command and metadata results; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P11 unit and live administrative interoperability tests,R12:native:C:global:rados_getaddrs:a57039f2e13f,implemented-r12
