language,owner,source_symbol,source_signature,go_equivalent,disposition,phase,prerequisites,semantic_difference,conformance_test
C,global,rados_ioctx_get_pool_name,"CEPH_RADOS_API int rados_ioctx_get_pool_name(rados_ioctx_t io, char *buf, unsigned maxlen);",rados.Client pool/map discovery methods,implemented,P04,completion of prior phases; see SPEC.md,Context-aware discovery returns Go-owned values and immutable pool views,P04 unit and live discovery tests
C,global,rados_ioctx_locator_set_key,"CEPH_RADOS_API void rados_ioctx_locator_set_key(rados_ioctx_t io, const char *key);",rados.Pool.WithNamespace / rados.Pool.WithLocator,implemented,P05,completion of prior phases; see SPEC.md,Immutable pool views replace mutable ioctx namespace and locator state,P05 unit and live placement tests
C,global,rados_ioctx_pool_get_auid,"CEPH_RADOS_API int rados_ioctx_pool_get_auid(rados_ioctx_t io, uint64_t *auid) __attribute__((deprecated));",none,intentional-omission: deprecated or legacy API without distinct v1 behavior,P13,completion of prior phases; see SPEC.md,No deprecated compatibility alias in the initial Go API,inventory review; no runtime conformance claim
C,global,rados_ioctx_pool_required_alignment,CEPH_RADOS_API uint64_t rados_ioctx_pool_required_alignment(rados_ioctx_t io) __attribute__((deprecated));,none,intentional-omission: deprecated or legacy API without distinct v1 behavior,P13,completion of prior phases; see SPEC.md,No deprecated compatibility alias in the initial Go API,inventory review; no runtime conformance claim
C,global,rados_ioctx_pool_required_alignment2,"CEPH_RADOS_API int rados_ioctx_pool_required_alignment2(rados_ioctx_t io, uint64_t *alignment);",rados specialized object methods,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live specialized object interoperability tests
C,global,rados_ioctx_pool_requires_alignment,CEPH_RADOS_API int rados_ioctx_pool_requires_alignment(rados_ioctx_t io) __attribute__((deprecated));,none,intentional-omission: deprecated or legacy API without distinct v1 behavior,P13,completion of prior phases; see SPEC.md,No deprecated compatibility alias in the initial Go API,inventory review; no runtime conformance claim
C,global,rados_ioctx_pool_requires_alignment2,"CEPH_RADOS_API int rados_ioctx_pool_requires_alignment2(rados_ioctx_t io, int *req);",rados specialized object methods,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live specialized object interoperability tests
C,global,rados_ioctx_pool_set_auid,"CEPH_RADOS_API int rados_ioctx_pool_set_auid(rados_ioctx_t io, uint64_t auid) __attribute__((deprecated));",none,intentional-omission: deprecated or legacy API without distinct v1 behavior,P13,completion of prior phases; see SPEC.md,No deprecated compatibility alias in the initial Go API,inventory review; no runtime conformance claim
C,global,rados_ioctx_pool_stat,"CEPH_RADOS_API int rados_ioctx_pool_stat(rados_ioctx_t io, struct rados_pool_stat_t *stats);",rados.Client administrative methods,implemented,P11,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned command and metadata results,P11 unit and live administrative interoperability tests
C,global,rados_ioctx_selfmanaged_snap_create,"CEPH_RADOS_API int rados_ioctx_selfmanaged_snap_create(rados_ioctx_t io, rados_snap_t *snapid);",rados snapshot methods and immutable snapshot views,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live snapshot and EC interoperability tests
C,global,rados_ioctx_selfmanaged_snap_remove,"CEPH_RADOS_API int rados_ioctx_selfmanaged_snap_remove(rados_ioctx_t io, rados_snap_t snapid);",rados snapshot methods and immutable snapshot views,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live snapshot and EC interoperability tests
C,global,rados_ioctx_selfmanaged_snap_rollback,"CEPH_RADOS_API int rados_ioctx_selfmanaged_snap_rollback(rados_ioctx_t io, const char *oid, rados_snap_t snapid);",rados snapshot methods and immutable snapshot views,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live snapshot and EC interoperability tests
C,global,rados_ioctx_selfmanaged_snap_set_write_ctx,"CEPH_RADOS_API int rados_ioctx_selfmanaged_snap_set_write_ctx(rados_ioctx_t io, rados_snap_t seq, rados_snap_t *snaps, int num_snaps);",rados snapshot methods and immutable snapshot views,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live snapshot and EC interoperability tests
C,global,rados_ioctx_set_namespace,"CEPH_RADOS_API void rados_ioctx_set_namespace(rados_ioctx_t io, const char *nspace);",rados.Pool.WithNamespace / rados.Pool.WithLocator,implemented,P05,completion of prior phases; see SPEC.md,Immutable pool views replace mutable ioctx namespace and locator state,P05 unit and live placement tests
C,global,rados_ioctx_snap_create,"CEPH_RADOS_API int rados_ioctx_snap_create(rados_ioctx_t io, const char *snapname);",rados snapshot methods and immutable snapshot views,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live snapshot and EC interoperability tests
C,global,rados_ioctx_snap_get_name,"CEPH_RADOS_API int rados_ioctx_snap_get_name(rados_ioctx_t io, rados_snap_t id, char *name, int maxlen);",rados snapshot methods and immutable snapshot views,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live snapshot and EC interoperability tests
C,global,rados_ioctx_snap_get_stamp,"CEPH_RADOS_API int rados_ioctx_snap_get_stamp(rados_ioctx_t io, rados_snap_t id, time_t *t);",rados snapshot methods and immutable snapshot views,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live snapshot and EC interoperability tests
C,global,rados_ioctx_snap_list,"CEPH_RADOS_API int rados_ioctx_snap_list(rados_ioctx_t io, rados_snap_t *snaps, int maxlen);",rados snapshot methods and immutable snapshot views,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live snapshot and EC interoperability tests
C,global,rados_ioctx_snap_lookup,"CEPH_RADOS_API int rados_ioctx_snap_lookup(rados_ioctx_t io, const char *name, rados_snap_t *id);",rados snapshot methods and immutable snapshot views,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live snapshot and EC interoperability tests
C,global,rados_ioctx_snap_remove,"CEPH_RADOS_API int rados_ioctx_snap_remove(rados_ioctx_t io, const char *snapname);",rados snapshot methods and immutable snapshot views,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live snapshot and EC interoperability tests
C,global,rados_ioctx_snap_rollback,"CEPH_RADOS_API int rados_ioctx_snap_rollback(rados_ioctx_t io, const char *oid, const char *snapname);",rados snapshot methods and immutable snapshot views,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live snapshot and EC interoperability tests
C,global,rados_ioctx_snap_set_read,"CEPH_RADOS_API void rados_ioctx_snap_set_read(rados_ioctx_t io, rados_snap_t snap);",rados snapshot methods and immutable snapshot views,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live snapshot and EC interoperability tests
C,global,rados_list_lockers,"CEPH_RADOS_API ssize_t rados_list_lockers(rados_ioctx_t io, const char *o, const char *name, int *exclusive, char *tag, size_t *tag_len, char *clients, size_t *clients_len, char *cookies, size_t *cookies_len, char *addrs, size_t *addrs_len);",rados lock methods,implemented,P09,completion of prior phases; see SPEC.md,Unified context-aware Go calls preserve native semantics and use Go-owned results,P09 unit and live lock interoperability tests
C,global,rados_lock_exclusive,"CEPH_RADOS_API int rados_lock_exclusive(rados_ioctx_t io, const char * oid, const char * name, const char * cookie, const char * desc, struct timeval * duration, uint8_t flags);",rados lock methods,implemented,P09,completion of prior phases; see SPEC.md,Unified context-aware Go calls preserve native semantics and use Go-owned results,P09 unit and live lock interoperability tests
C,global,rados_lock_shared,"CEPH_RADOS_API int rados_lock_shared(rados_ioctx_t io, const char * o, const char * name, const char * cookie, const char * tag, const char * desc, struct timeval * duration, uint8_t flags);",rados lock methods,implemented,P09,completion of prior phases; see SPEC.md,Unified context-aware Go calls preserve native semantics and use Go-owned results,P09 unit and live lock interoperability tests
C,global,rados_mgr_command,"CEPH_RADOS_API int rados_mgr_command(rados_t cluster, const char **cmd, size_t cmdlen, const char *inbuf, size_t inbuflen, char **outbuf, size_t *outbuflen, char **outs, size_t *outslen);",rados.Client administrative methods,implemented,P11,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned command and metadata results,P11 unit and live administrative interoperability tests
C,global,rados_mgr_command_target,"CEPH_RADOS_API int rados_mgr_command_target( rados_t cluster, const char *name, const char **cmd, size_t cmdlen, const char *inbuf, size_t inbuflen, char **outbuf, size_t *outbuflen, char **outs, size_t *outslen);",rados.Client administrative methods,intentional-omission: non-frozen P11 variant,P11,completion of prior phases; see SPEC.md,Not exposed by the certified P11 Go contract,P11 API inventory review; no runtime conformance claim
C,global,rados_mon_command,"CEPH_RADOS_API int rados_mon_command(rados_t cluster, const char **cmd, size_t cmdlen, const char *inbuf, size_t inbuflen, char **outbuf, size_t *outbuflen, char **outs, size_t *outslen);",rados.Client administrative methods,implemented,P11,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned command and metadata results,P11 unit and live administrative interoperability tests
